SubmissionDate,date_set,village,visit,grid_number,trap_number,site_use,intensity,crop_type,habitat,proximity,trap_land_type,lon,lat,elevation,key,site_key,number_of_adults,job,number_of_children,roof,walls,floor,containers,sleeping,trap_image,trap_night,trap_uid,rodent_uid,weather,bait_present,trap_sprung,rodent_trapped,line_number,bait_type,notes
2021-06-23,2021-06-25,bambawo,1,1,3,NA,minimal,NA,fallow_land,house,House,-11.142665,8.009673333333334,294,uuid:8427d4ab-7c98-4df9-a922-60f24f06462c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,bambawo_1_3_1_3,NA,cold,no,no,no,NA,NA,NA
2021-06-23,2021-06-26,bambawo,1,1,3,NA,minimal,NA,fallow_land,house,House,-11.142665,8.009673333333334,294,uuid:8427d4ab-7c98-4df9-a922-60f24f06462c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,bambawo_1_4_1_3,NA,rain,yes,no,no,NA,NA,NA
2021-06-23,2021-06-23,bambawo,1,1,4,NA,minimal,NA,fallow_land,house,House,-11.142626666666667,8.009713333333334,294,uuid:8427d4ab-7c98-4df9-a922-60f24f06462c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,bambawo_1_1_1_4,NA,cold,yes,no,no,NA,NA,NA
2021-06-23,2021-06-24,bambawo,1,1,4,NA,minimal,NA,fallow_land,house,House,-11.142626666666667,8.009713333333334,294,uuid:8427d4ab-7c98-4df9-a922-60f24f06462c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,bambawo_1_2_1_4,NA,rain,yes,no,no,NA,NA,NA
2021-06-23,2021-06-25,bambawo,1,1,4,NA,minimal,NA,fallow_land,house,House,-11.142626666666667,8.009713333333334,294,uuid:8427d4ab-7c98-4df9-a922-60f24f06462c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,bambawo_1_3_1_4,NA,cold,yes,no,no,NA,NA,NA
2021-06-23,2021-06-26,bambawo,1,1,4,NA,minimal,NA,fallow_land,house,House,-11.142626666666667,8.009713333333334,294,uuid:8427d4ab-7c98-4df9-a922-60f24f06462c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,bambawo_1_4_1_4,NA,rain,yes,no,no,NA,NA,NA
2021-06-23,2021-06-23,bambawo,1,1,5,NA,minimal,NA,forested,NA,Na,-11.142615,8.009751666666666,294,uuid:8427d4ab-7c98-4df9-a922-60f24f06462c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,bambawo_1_1_1_5,NA,cold,yes,no,no,NA,NA,NA
2021-06-23,2021-06-24,bambawo,1,1,5,NA,minimal,NA,forested,NA,Na,-11.142615,8.009751666666666,294,uuid:8427d4ab-7c98-4df9-a922-60f24f06462c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,bambawo_1_2_1_5,NA,rain,yes,no,no,NA,NA,NA
2021-06-23,2021-06-25,bambawo,1,1,5,NA,minimal,NA,forested,NA,Na,-11.142615,8.009751666666666,294,uuid:8427d4ab-7c98-4df9-a922-60f24f06462c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,bambawo_1_3_1_5,NA,cold,yes,no,no,NA,NA,NA
2021-06-23,2021-06-26,bambawo,1,1,5,NA,minimal,NA,forested,NA,Na,-11.142615,8.009751666666666,294,uuid:8427d4ab-7c98-4df9-a922-60f24f06462c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,bambawo_1_4_1_5,NA,rain,yes,no,no,NA,NA,NA
2021-06-23,2021-06-23,bambawo,1,1,6,NA,minimal,NA,forested,fallen_log,Fallen_log,-11.142573333333333,8.009778333333333,296,uuid:8427d4ab-7c98-4df9-a922-60f24f06462c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,bambawo_1_1_1_6,NA,cold,yes,no,no,NA,NA,NA
2021-06-23,2021-06-24,bambawo,1,1,6,NA,minimal,NA,forested,fallen_log,Fallen_log,-11.142573333333333,8.009778333333333,296,uuid:8427d4ab-7c98-4df9-a922-60f24f06462c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,bambawo_1_2_1_6,NA,rain,yes,no,no,NA,NA,NA
2021-06-23,2021-06-25,bambawo,1,1,6,NA,minimal,NA,forested,fallen_log,Fallen_log,-11.142573333333333,8.009778333333333,296,uuid:8427d4ab-7c98-4df9-a922-60f24f06462c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,bambawo_1_3_1_6,NA,cold,yes,no,no,NA,NA,NA
2021-06-23,2021-06-26,bambawo,1,1,6,NA,minimal,NA,forested,fallen_log,Fallen_log,-11.142573333333333,8.009778333333333,296,uuid:8427d4ab-7c98-4df9-a922-60f24f06462c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,bambawo_1_4_1_6,NA,rain,yes,no,no,NA,NA,NA
2021-06-23,2021-06-23,bambawo,1,1,7,NA,minimal,NA,forested,fallen_log,"Leaf_litter,fallen_log",-11.142561666666667,8.009828333333333,296,uuid:8427d4ab-7c98-4df9-a922-60f24f06462c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,bambawo_1_1_1_7,NA,cold,yes,no,no,NA,NA,NA
2021-06-23,2021-06-24,bambawo,1,1,7,NA,minimal,NA,forested,fallen_log,"Leaf_litter,fallen_log",-11.142561666666667,8.009828333333333,296,uuid:8427d4ab-7c98-4df9-a922-60f24f06462c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,bambawo_1_2_1_7,NA,rain,yes,no,no,NA,NA,NA
2021-06-23,2021-06-25,bambawo,1,1,7,NA,minimal,NA,forested,fallen_log,"Leaf_litter,fallen_log",-11.142561666666667,8.009828333333333,296,uuid:8427d4ab-7c98-4df9-a922-60f24f06462c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,bambawo_1_3_1_7,NA,cold,yes,no,no,NA,NA,NA
2021-06-23,2021-06-26,bambawo,1,1,7,NA,minimal,NA,forested,fallen_log,"Leaf_litter,fallen_log",-11.142561666666667,8.009828333333333,296,uuid:8427d4ab-7c98-4df9-a922-60f24f06462c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,bambawo_1_4_1_7,NA,rain,yes,no,no,NA,NA,NA
2021-06-23,2021-06-23,bambawo,1,1,8,NA,minimal,NA,open_land fallow_land,path,Path,-11.142645,8.009555,297,uuid:8427d4ab-7c98-4df9-a922-60f24f06462c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,bambawo_1_1_1_8,NA,cold,yes,no,no,NA,NA,NA
2021-06-23,2021-06-24,bambawo,1,1,8,NA,minimal,NA,open_land fallow_land,path,Path,-11.142645,8.009555,297,uuid:8427d4ab-7c98-4df9-a922-60f24f06462c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,bambawo_1_2_1_8,NA,rain,yes,no,no,NA,NA,NA
2021-06-23,2021-06-25,bambawo,1,1,8,NA,minimal,NA,open_land fallow_land,path,Path,-11.142645,8.009555,297,uuid:8427d4ab-7c98-4df9-a922-60f24f06462c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,bambawo_1_3_1_8,NA,cold,no,no,no,NA,NA,NA
2021-06-23,2021-06-26,bambawo,1,1,8,NA,minimal,NA,open_land fallow_land,path,Path,-11.142645,8.009555,297,uuid:8427d4ab-7c98-4df9-a922-60f24f06462c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,bambawo_1_4_1_8,NA,rain,yes,no,no,NA,NA,NA
2021-06-23,2021-06-23,bambawo,1,1,9,NA,minimal,NA,fallow_land,NA,Rocks,-11.142631666666666,8.009601666666667,295,uuid:8427d4ab-7c98-4df9-a922-60f24f06462c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,bambawo_1_1_1_9,1_BAM_001,cold,yes,no,yes,NA,NA,NA
2021-06-23,2021-06-24,bambawo,1,1,9,NA,minimal,NA,fallow_land,NA,Rocks,-11.142631666666666,8.009601666666667,295,uuid:8427d4ab-7c98-4df9-a922-60f24f06462c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,bambawo_1_2_1_9,NA,rain,yes,yes,no,NA,NA,NA
2021-06-23,2021-06-25,bambawo,1,1,9,NA,minimal,NA,fallow_land,NA,Rocks,-11.142631666666666,8.009601666666667,295,uuid:8427d4ab-7c98-4df9-a922-60f24f06462c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,bambawo_1_3_1_9,NA,cold,yes,no,no,NA,NA,NA
2021-06-23,2021-06-26,bambawo,1,1,9,NA,minimal,NA,fallow_land,NA,Rocks,-11.142631666666666,8.009601666666667,295,uuid:8427d4ab-7c98-4df9-a922-60f24f06462c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,bambawo_1_4_1_9,NA,rain,yes,no,no,NA,NA,NA
2021-06-23,2021-06-23,bambawo,1,1,10,NA,minimal,NA,fallow_land,NA,Bush,-11.142576666666667,8.00964,298,uuid:8427d4ab-7c98-4df9-a922-60f24f06462c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,bambawo_1_1_1_10,NA,cold,yes,no,no,NA,NA,NA
2021-06-23,2021-06-24,bambawo,1,1,10,NA,minimal,NA,fallow_land,NA,Bush,-11.142576666666667,8.00964,298,uuid:8427d4ab-7c98-4df9-a922-60f24f06462c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,bambawo_1_2_1_10,NA,rain,no,no,no,NA,NA,NA
2021-06-23,2021-06-25,bambawo,1,1,10,NA,minimal,NA,fallow_land,NA,Bush,-11.142576666666667,8.00964,298,uuid:8427d4ab-7c98-4df9-a922-60f24f06462c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,bambawo_1_3_1_10,NA,cold,no,no,no,NA,NA,NA
2021-06-23,2021-06-26,bambawo,1,1,10,NA,minimal,NA,fallow_land,NA,Bush,-11.142576666666667,8.00964,298,uuid:8427d4ab-7c98-4df9-a922-60f24f06462c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,bambawo_1_4_1_10,NA,rain,yes,no,no,NA,NA,NA
2021-06-23,2021-06-23,bambawo,1,1,11,NA,minimal,NA,fallow_land,NA,"Rocks, bush",-11.142588333333334,8.009671666666666,298,uuid:8427d4ab-7c98-4df9-a922-60f24f06462c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,bambawo_1_1_1_11,NA,cold,yes,no,no,NA,NA,NA
2021-06-23,2021-06-24,bambawo,1,1,11,NA,minimal,NA,fallow_land,NA,"Rocks, bush",-11.142588333333334,8.009671666666666,298,uuid:8427d4ab-7c98-4df9-a922-60f24f06462c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,bambawo_1_2_1_11,NA,rain,yes,no,no,NA,NA,NA
2021-06-23,2021-06-25,bambawo,1,1,11,NA,minimal,NA,fallow_land,NA,"Rocks, bush",-11.142588333333334,8.009671666666666,298,uuid:8427d4ab-7c98-4df9-a922-60f24f06462c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,bambawo_1_3_1_11,NA,cold,yes,no,no,NA,NA,NA
2021-06-23,2021-06-26,bambawo,1,1,11,NA,minimal,NA,fallow_land,NA,"Rocks, bush",-11.142588333333334,8.009671666666666,298,uuid:8427d4ab-7c98-4df9-a922-60f24f06462c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,bambawo_1_4_1_11,NA,rain,yes,no,no,NA,NA,NA
2021-06-23,2021-06-23,bambawo,1,1,12,NA,minimal,NA,forested,tree anthill_termitemound,"Leaf_litter,tree, anthill_termitemound",-11.142568333333333,8.009701666666666,297,uuid:8427d4ab-7c98-4df9-a922-60f24f06462c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,bambawo_1_1_1_12,NA,cold,yes,no,no,NA,NA,NA
2021-06-23,2021-06-24,bambawo,1,1,12,NA,minimal,NA,forested,tree anthill_termitemound,"Leaf_litter,tree, anthill_termitemound",-11.142568333333333,8.009701666666666,297,uuid:8427d4ab-7c98-4df9-a922-60f24f06462c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,bambawo_1_2_1_12,NA,rain,yes,no,no,NA,NA,NA
2021-06-23,2021-06-25,bambawo,1,1,12,NA,minimal,NA,forested,tree anthill_termitemound,"Leaf_litter,tree, anthill_termitemound",-11.142568333333333,8.009701666666666,297,uuid:8427d4ab-7c98-4df9-a922-60f24f06462c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,bambawo_1_3_1_12,NA,cold,yes,no,no,NA,NA,NA
2021-06-23,2021-06-26,bambawo,1,1,12,NA,minimal,NA,forested,tree anthill_termitemound,"Leaf_litter,tree, anthill_termitemound",-11.142568333333333,8.009701666666666,297,uuid:8427d4ab-7c98-4df9-a922-60f24f06462c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,bambawo_1_4_1_12,NA,rain,yes,no,no,NA,NA,NA
2021-06-23,2021-06-23,bambawo,1,1,13,NA,minimal,NA,forested,NA,Rocks,-11.142526666666667,8.009746666666667,297,uuid:8427d4ab-7c98-4df9-a922-60f24f06462c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,bambawo_1_1_1_13,1_BAM_002,cold,yes,no,yes,NA,NA,NA
2021-06-23,2021-06-24,bambawo,1,1,13,NA,minimal,NA,forested,NA,Rocks,-11.142526666666667,8.009746666666667,297,uuid:8427d4ab-7c98-4df9-a922-60f24f06462c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,bambawo_1_2_1_13,NA,rain,yes,no,no,NA,NA,NA
2021-06-23,2021-06-25,bambawo,1,1,13,NA,minimal,NA,forested,NA,Rocks,-11.142526666666667,8.009746666666667,297,uuid:8427d4ab-7c98-4df9-a922-60f24f06462c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,bambawo_1_3_1_13,NA,cold,yes,no,no,NA,NA,NA
2021-06-23,2021-06-26,bambawo,1,1,13,NA,minimal,NA,forested,NA,Rocks,-11.142526666666667,8.009746666666667,297,uuid:8427d4ab-7c98-4df9-a922-60f24f06462c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,bambawo_1_4_1_13,NA,rain,yes,no,no,NA,NA,NA
2021-06-23,2021-06-23,bambawo,1,1,14,NA,minimal,NA,forested,NA,"Rocks, leaf_litter",-11.14247,8.009811666666666,299,uuid:8427d4ab-7c98-4df9-a922-60f24f06462c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,bambawo_1_1_1_14,NA,cold,yes,no,no,NA,NA,NA
2021-06-23,2021-06-24,bambawo,1,1,14,NA,minimal,NA,forested,NA,"Rocks, leaf_litter",-11.14247,8.009811666666666,299,uuid:8427d4ab-7c98-4df9-a922-60f24f06462c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,bambawo_1_2_1_14,NA,rain,yes,no,no,NA,NA,NA
2021-06-23,2021-06-25,bambawo,1,1,14,NA,minimal,NA,forested,NA,"Rocks, leaf_litter",-11.14247,8.009811666666666,299,uuid:8427d4ab-7c98-4df9-a922-60f24f06462c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,bambawo_1_3_1_14,NA,cold,yes,no,no,NA,NA,NA
2021-06-23,2021-06-26,bambawo,1,1,14,NA,minimal,NA,forested,NA,"Rocks, leaf_litter",-11.14247,8.009811666666666,299,uuid:8427d4ab-7c98-4df9-a922-60f24f06462c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,bambawo_1_4_1_14,NA,rain,yes,no,no,NA,NA,NA
2021-06-23,2021-06-23,bambawo,1,1,16,NA,minimal,NA,fallow_land,path,"Edge,path",-11.142561666666667,8.009541666666667,296,uuid:8427d4ab-7c98-4df9-a922-60f24f06462c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,bambawo_1_1_1_16,NA,cold,yes,no,no,NA,NA,NA
2021-06-23,2021-06-24,bambawo,1,1,16,NA,minimal,NA,fallow_land,path,"Edge,path",-11.142561666666667,8.009541666666667,296,uuid:8427d4ab-7c98-4df9-a922-60f24f06462c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,bambawo_1_2_1_16,NA,rain,yes,no,no,NA,NA,NA
2021-06-23,2021-06-25,bambawo,1,1,16,NA,minimal,NA,fallow_land,path,"Edge,path",-11.142561666666667,8.009541666666667,296,uuid:8427d4ab-7c98-4df9-a922-60f24f06462c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,bambawo_1_3_1_16,NA,cold,yes,no,no,NA,NA,NA
2021-06-23,2021-06-26,bambawo,1,1,16,NA,minimal,NA,fallow_land,path,"Edge,path",-11.142561666666667,8.009541666666667,296,uuid:8427d4ab-7c98-4df9-a922-60f24f06462c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,bambawo_1_4_1_16,NA,rain,yes,no,no,NA,NA,NA
2021-06-23,2021-06-23,bambawo,1,1,17,NA,minimal,NA,fallow_land,tree,"Edge,tree",-11.14255,8.009558333333333,297,uuid:8427d4ab-7c98-4df9-a922-60f24f06462c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,bambawo_1_1_1_17,NA,cold,yes,no,no,NA,NA,NA
2021-06-23,2021-06-24,bambawo,1,1,17,NA,minimal,NA,fallow_land,tree,"Edge,tree",-11.14255,8.009558333333333,297,uuid:8427d4ab-7c98-4df9-a922-60f24f06462c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,bambawo_1_2_1_17,NA,rain,yes,no,no,NA,NA,NA
2021-06-23,2021-06-25,bambawo,1,1,17,NA,minimal,NA,fallow_land,tree,"Edge,tree",-11.14255,8.009558333333333,297,uuid:8427d4ab-7c98-4df9-a922-60f24f06462c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,bambawo_1_3_1_17,NA,cold,yes,no,no,NA,NA,NA
2021-06-23,2021-06-26,bambawo,1,1,17,NA,minimal,NA,fallow_land,tree,"Edge,tree",-11.14255,8.009558333333333,297,uuid:8427d4ab-7c98-4df9-a922-60f24f06462c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,bambawo_1_4_1_17,NA,rain,yes,no,no,NA,NA,NA
2021-06-23,2021-06-23,bambawo,1,1,18,NA,minimal,NA,fallow_land open_land,NA,Edge,-11.14252,8.009581666666667,296,uuid:8427d4ab-7c98-4df9-a922-60f24f06462c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,bambawo_1_1_1_18,NA,cold,yes,no,no,NA,NA,NA
2021-06-23,2021-06-24,bambawo,1,1,18,NA,minimal,NA,fallow_land open_land,NA,Edge,-11.14252,8.009581666666667,296,uuid:8427d4ab-7c98-4df9-a922-60f24f06462c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,bambawo_1_2_1_18,NA,rain,yes,no,no,NA,NA,NA
2021-06-23,2021-06-25,bambawo,1,1,18,NA,minimal,NA,fallow_land open_land,NA,Edge,-11.14252,8.009581666666667,296,uuid:8427d4ab-7c98-4df9-a922-60f24f06462c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,bambawo_1_3_1_18,NA,cold,yes,no,no,NA,NA,NA
2021-06-23,2021-06-26,bambawo,1,1,18,NA,minimal,NA,fallow_land open_land,NA,Edge,-11.14252,8.009581666666667,296,uuid:8427d4ab-7c98-4df9-a922-60f24f06462c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,bambawo_1_4_1_18,NA,rain,yes,no,no,NA,NA,NA
2021-06-23,2021-06-23,bambawo,1,1,19,NA,minimal,NA,forested,tree,"Leaf_litter,tree",-11.142496666666666,8.009618333333334,297,uuid:8427d4ab-7c98-4df9-a922-60f24f06462c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,bambawo_1_1_1_19,NA,cold,yes,no,no,NA,NA,NA
2021-06-23,2021-06-24,bambawo,1,1,19,NA,minimal,NA,forested,tree,"Leaf_litter,tree",-11.142496666666666,8.009618333333334,297,uuid:8427d4ab-7c98-4df9-a922-60f24f06462c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,bambawo_1_2_1_19,NA,rain,yes,no,no,NA,NA,NA
2021-06-23,2021-06-25,bambawo,1,1,19,NA,minimal,NA,forested,tree,"Leaf_litter,tree",-11.142496666666666,8.009618333333334,297,uuid:8427d4ab-7c98-4df9-a922-60f24f06462c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,bambawo_1_3_1_19,NA,cold,yes,no,no,NA,NA,NA
2021-06-23,2021-06-26,bambawo,1,1,19,NA,minimal,NA,forested,tree,"Leaf_litter,tree",-11.142496666666666,8.009618333333334,297,uuid:8427d4ab-7c98-4df9-a922-60f24f06462c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,bambawo_1_4_1_19,NA,rain,yes,no,no,NA,NA,NA
2021-06-23,2021-06-23,bambawo,1,1,20,NA,minimal,NA,forested,tree,Tree,-11.142461666666666,8.009655,297,uuid:8427d4ab-7c98-4df9-a922-60f24f06462c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,bambawo_1_1_1_20,NA,cold,yes,no,no,NA,NA,NA
2021-06-23,2021-06-24,bambawo,1,1,20,NA,minimal,NA,forested,tree,Tree,-11.142461666666666,8.009655,297,uuid:8427d4ab-7c98-4df9-a922-60f24f06462c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,bambawo_1_2_1_20,NA,rain,yes,no,no,NA,NA,NA
2021-06-23,2021-06-25,bambawo,1,1,20,NA,minimal,NA,forested,tree,Tree,-11.142461666666666,8.009655,297,uuid:8427d4ab-7c98-4df9-a922-60f24f06462c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,bambawo_1_3_1_20,NA,cold,yes,no,no,NA,NA,NA
2021-06-23,2021-06-26,bambawo,1,1,20,NA,minimal,NA,forested,tree,Tree,-11.142461666666666,8.009655,297,uuid:8427d4ab-7c98-4df9-a922-60f24f06462c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,bambawo_1_4_1_20,NA,rain,yes,no,no,NA,NA,NA
2021-06-23,2021-06-23,bambawo,1,1,21,NA,minimal,NA,forested,NA,Leaf_litter,-11.142426666666667,8.009706666666666,294,uuid:8427d4ab-7c98-4df9-a922-60f24f06462c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,bambawo_1_1_1_21,NA,cold,yes,no,no,NA,NA,NA
2021-06-23,2021-06-24,bambawo,1,1,21,NA,minimal,NA,forested,NA,Leaf_litter,-11.142426666666667,8.009706666666666,294,uuid:8427d4ab-7c98-4df9-a922-60f24f06462c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,bambawo_1_2_1_21,NA,rain,yes,no,no,NA,NA,NA
2021-06-23,2021-06-25,bambawo,1,1,21,NA,minimal,NA,forested,NA,Leaf_litter,-11.142426666666667,8.009706666666666,294,uuid:8427d4ab-7c98-4df9-a922-60f24f06462c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,bambawo_1_3_1_21,NA,cold,yes,no,no,NA,NA,NA
2021-06-23,2021-06-26,bambawo,1,1,21,NA,minimal,NA,forested,NA,Leaf_litter,-11.142426666666667,8.009706666666666,294,uuid:8427d4ab-7c98-4df9-a922-60f24f06462c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,bambawo_1_4_1_21,NA,rain,yes,no,no,NA,NA,NA
2021-06-23,2021-06-23,bambawo,1,1,22,NA,minimal,NA,forested,NA,Burnt_land,-11.14241,8.009725,295,uuid:8427d4ab-7c98-4df9-a922-60f24f06462c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,bambawo_1_1_1_22,NA,cold,yes,no,no,NA,NA,NA
2021-06-23,2021-06-24,bambawo,1,1,22,NA,minimal,NA,forested,NA,Burnt_land,-11.14241,8.009725,295,uuid:8427d4ab-7c98-4df9-a922-60f24f06462c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,bambawo_1_2_1_22,NA,rain,yes,no,no,NA,NA,NA
